x,y,chromosome
7301002,0.4798,Y
7301202,0.2234,Y
7301402,0.6429,Y
7301602,0.6523,Y
7301802,0.7631,Y
7302002,0.8025,Y
7302202,0.3865,Y
7302402,0.4966,Y
7302602,0.3153,Y
7302802,0.3936,Y
7303002,0.3148,Y
7303202,0.4789,Y
7303402,0.3766,Y
7303602,0.4723,Y
7303802,0.1482,Y
7304002,0.3686,Y
7304402,0.6439,Y
7304602,0.6755,Y
7304802,0.5196,Y
7305002,0.6549,Y
7305202,0.7172,Y
7305402,0.6071,Y
7305602,0.2668,Y
7305802,0.5545,Y
7306002,0.5732,Y
7306202,0.5085,Y
7306402,0.3293,Y
7306602,0.3977,Y
7306802,0.4143,Y
7307002,0.3527,Y
7307202,0.747,Y
7307402,0.4649,Y
7307602,0.3592,Y
7307802,0.2691,Y
7308202,0.2677,Y
7308402,0.4149,Y
7308602,0.225,Y
7308802,0.2709,Y
7309002,0.3743,Y
7309202,0.5535,Y
7309402,0.2361,Y
7309602,0.1004,Y
7309802,0.3723,Y
7310002,0.346,Y
7310202,0.6038,Y
7310402,0.4531,Y
7310602,0.2524,Y
7310802,0.4101,Y
7311002,0.3508,Y
7311202,0.5458,Y
7311602,0.4905,Y
7311802,0.2946,Y
7312002,0.2844,Y
7312202,0.5159,Y
7312402,0.6111,Y
7312602,0.2496,Y
7312802,0.4301,Y
7313002,0.5882,Y
7313202,0.613,Y
7313402,0.3845,Y
7313602,0.4227,Y
7313802,0.3637,Y
7314002,0.4014,Y
7314202,0.4765,Y
7314402,0.4714,Y
7314602,0.4696,Y
7314802,0.2938,Y
7315002,0.5176,Y
7315202,0.2317,Y
7315402,0.6266,Y
7315602,0.8398,Y
7315802,0.33,Y
7316002,0.4414,Y
7316202,0.6296,Y
7316402,0.2774,Y
7316602,0.4387,Y
7316802,0.7488,Y
7317002,0.6581,Y
7317202,0.392,Y
7317402,0.6505,Y
7317602,0.8237,Y
7317802,0.5726,Y
7318002,0.6019,Y
7318202,0.5004,Y
7318402,0.3173,Y
7318602,0.8007,Y
7318802,0.836,Y
7319002,0.5377,Y
7319202,0.4583,Y
7319402,0.6515,Y
7319602,0.4269,Y
7319802,0.2627,Y
7320002,0.2282,Y
7320202,0.478,Y
7320402,0.2975,Y
7320602,0.2258,Y
7320802,0.3952,Y
7321002,0.1862,Y
7321202,0.4949,Y
7321402,0.4332,Y
7321602,0.4494,Y
7321802,0.7452,Y
7322002,0.4329,Y
7322202,0.3467,Y
7322402,0.5913,Y
7322602,0.4252,Y
7322802,0.4084,Y
7323002,0.6075,Y
7323202,0.3716,Y
7323402,0.3932,Y
7323602,0.3731,Y
7323802,0.4648,Y
7324002,0.7889,Y
7324202,0.3973,Y
7324402,0.4287,Y
7324602,0.4776,Y
7325002,0.427,Y
7325202,0.6949,Y
7325402,0.6232,Y
7325602,0.6974,Y
7325802,0.3159,Y
7326002,0.7653,Y
7326202,0.2935,Y
7326402,0.6787,Y
7326602,0.399,Y
7326802,0.3251,Y
7327002,0.7563,Y
7327202,0.2356,Y
7327402,0.7616,Y
7327602,0.4286,Y
7327802,0.5491,Y
7328002,0.2977,Y
7328202,0.2195,Y
7328402,0.4329,Y
7328602,0.6269,Y
7328802,0.3914,Y
7329002,0.5053,Y
7329202,0.3666,Y
7329402,0.6635,Y
7329802,0.4389,Y
7330002,0.5775,Y
7330202,0.6165,Y
7330402,0.5592,Y
7330602,0.4162,Y
7330802,0.6426,Y
7331002,0.694,Y
7331202,0.3355,Y
7331402,0.7072,Y
7331602,0.5341,Y
7331802,0.4036,Y
7332002,0.2005,Y
7332202,0.2808,Y
7332402,0.4849,Y
7332602,0.1556,Y
7332802,0.4012,Y
7333002,0.4538,Y
7333202,0.1595,Y
7333402,0.4051,Y
7333602,0.2656,Y
7333802,0.4329,Y
7334002,0.7361,Y
7334202,0.4241,Y
7334402,0.3307,Y
7334602,0.4731,Y
7334802,0.3452,Y
7335002,0.4555,Y
7335202,0.7108,Y
7335402,0.6096,Y
7335602,0.4106,Y
7335802,0.5875,Y
7336002,0.3608,Y
7336202,0.4962,Y
7336402,0.5172,Y
7336602,0.4578,Y
7336802,0.4311,Y
7337002,0.4097,Y
7337202,0.4393,Y
7337402,0.1322,Y
7337602,0.2247,Y
7338202,0.247,Y
7338602,0.5164,Y
7338802,0.7208,Y
7339002,0.4837,Y
7339202,0.2909,Y
7339602,0.3629,Y
7339802,0.1097,Y
7340002,0.3187,Y
7340202,0.5122,Y
7340402,0.4007,Y
7340602,0.3386,Y
7340802,0.121,Y
7341002,0.3406,Y
7341202,0.3149,Y
7341402,0.3675,Y
7341602,0.5526,Y
7341802,0.7758,Y
7342002,0.544,Y
7342202,0.5247,Y
7342402,0.4607,Y
7342602,0.523,Y
7342802,0.4793,Y
7343002,0.5668,Y
7343202,0.2565,Y
7343402,0.5764,Y
7343602,0.0532,Y
7343802,0.5247,Y
7344002,0.4124,Y
7344202,0.2728,Y
7344402,0.304,Y
7344602,0.2827,Y
7344802,0.7126,Y
7345002,0.3279,Y
7345202,0.5673,Y
7345402,0.3152,Y
7345802,0.3813,Y
7346002,0.3932,Y
7346202,0.2836,Y
7346402,0.5095,Y
7346602,0.4659,Y
7346802,0.1244,Y
7347002,0.3647,Y
7347202,0.4324,Y
7347402,0.6489,Y
7347602,0.4688,Y
7347802,0.7611,Y
7348002,0.255,Y
7348202,0.3142,Y
7348402,0.5081,Y
7348602,0.3801,Y
7348802,0.5323,Y
7349002,0.7141,Y
7349202,0.5926,Y
7349402,0.7611,Y
7349602,0.1968,Y
7349802,0.5835,Y
7350002,0.322,Y
7350202,0.521,Y
7350402,0.4927,Y
7350602,0.468,Y
7350802,0.2199,Y
7351002,0.6092,Y
7351202,0.2285,Y
7351402,0.2283,Y
7351602,0.782,Y
7351802,0.7538,Y
7352002,0.256,Y
7352202,0.536,Y
7352402,0.1962,Y
7352602,0.7191,Y
7352802,0.2694,Y
7353002,0.4429,Y
7353202,0.2905,Y
7353402,0.2222,Y
7353602,0.6191,Y
7353802,0.2477,Y
7354002,0.3719,Y
7354202,0.3525,Y
7354402,0.6954,Y
7354602,0.316,Y
7354802,0.7149,Y
7355002,0.3274,Y
7355202,0.6049,Y
7355402,0.4537,Y
7355602,0.2576,Y
7355802,0.2195,Y
7356002,0.3823,Y
7356202,0.5708,Y
7356402,0.2463,Y
7356602,0.3617,Y
7356802,0.4682,Y
7357002,0.5237,Y
7357202,0.3802,Y
7357402,0.228,Y
7357602,0.2357,Y
7357802,0.6574,Y
7358002,0.3626,Y
7358202,0.2338,Y
7358402,0.2453,Y
7358602,0.5262,Y
7358802,0.2566,Y
7359002,0.463,Y
7359202,0.3725,Y
7359402,0.5711,Y
7359602,0.2974,Y
7360202,0.3212,Y
7360402,0.4867,Y
7360602,0.477,Y
7360802,0.4473,Y
7361002,0.5068,Y
7361202,0.5042,Y
7361402,0.2308,Y
7361602,0.3022,Y
7361802,0.7078,Y
7362002,0.2288,Y
7362402,0.4333,Y
7362602,0.6877,Y
7362802,0.1821,Y
7363002,0.1985,Y
7363202,0.2787,Y
7363402,0.4848,Y
7363602,0.1723,Y
7363802,0.3,Y
7364002,0.1923,Y
7364202,0.6308,Y
7364402,0.2125,Y
7364602,0.3473,Y
7364802,0.3277,Y
7365002,0.1914,Y
7365202,0.5059,Y
7365402,0.2873,Y
7365602,0.6144,Y
7365802,0.179,Y
7366002,0.5501,Y
7366202,0.8415,Y
7366402,0.4839,Y
7366602,0.4635,Y
7366802,0.4631,Y
7367002,0.3655,Y
7367202,0.6001,Y
7367402,0.2389,Y
7367602,0.2106,Y
7367802,0.2006,Y
7368002,0.3974,Y
7368202,0.3824,Y
7368402,0.1395,Y
7368602,0.7792,Y
7368802,0.8223,Y
7369002,0.5444,Y
7369202,0.2763,Y
7369402,0.4308,Y
7369602,0.6007,Y
7369802,0.3917,Y
7370002,0.2517,Y
7370202,0.6019,Y
7370402,0.3359,Y
7370602,0.647,Y
7370802,0.5716,Y
7371002,0.5312,Y
7371202,0.5977,Y
7371402,0.642,Y
7371602,0.3122,Y
7371802,0.5798,Y
7372002,0.1075,Y
7372202,0.3351,Y
7372402,0.2388,Y
7372602,0.2938,Y
7372802,0.4547,Y
7373002,0.2013,Y
7373202,0.7831,Y
7373402,0.4176,Y
7373602,0.1795,Y
7373802,0.5611,Y
7374002,0.2526,Y
7374202,0.3236,Y
7374402,0.5724,Y
7374602,0.5077,Y
7374802,0.5557,Y
7375002,0.3881,Y
7375202,0.7445,Y
7375402,0.5026,Y
7375602,0.4947,Y
7375802,0.1534,Y
7376002,0.4443,Y
7376202,0.5243,Y
7376402,0.4555,Y
7376602,0.4252,Y
7376802,0.3188,Y
7377002,0.5008,Y
7377202,0.1376,Y
7377402,0.3138,Y
7377602,0.55,Y
7377802,0.6033,Y
7378202,0.2024,Y
7378402,0.2213,Y
7378602,0.7202,Y
7378802,0.449,Y
7379002,0.2268,Y
7379202,0.4263,Y
7379402,0.295,Y
7379602,0.3754,Y
7379802,0.1854,Y
7380002,0.7385,Y
7380202,0.2471,Y
7380402,0.3258,Y
7380602,0.4078,Y
7380802,0.6318,Y
7381002,0.393,Y
7381202,0.5722,Y
7381402,0.2809,Y
7381602,0.4333,Y
7381802,0.2605,Y
7382002,0.6065,Y
7382202,0.3632,Y
7382402,0.6437,Y
7382802,0.3704,Y
7383002,0.379,Y
7383202,0.6055,Y
7383402,0.558,Y
7383602,0.6425,Y
7383802,0.2675,Y
7384002,0.3158,Y
7384202,0.2964,Y
7384402,0.7318,Y
7384602,0.3773,Y
7384802,0.3585,Y
7385002,0.5842,Y
7385202,0.6272,Y
7385402,0.5331,Y
7385602,0.5528,Y
7385802,0.7797,Y
7386002,0.5472,Y
7386202,0.5506,Y
7386402,0.6225,Y
7386602,0.6102,Y
7386802,0.4085,Y
7387002,0.6036,Y
7387202,0.6275,Y
7387402,0.4086,Y
7387602,0.393,Y
7387802,0.1949,Y
7388002,0.4341,Y
7388202,0.5566,Y
7388402,0.4338,Y
7388602,0.4727,Y
7388802,0.2218,Y
7389002,0.2723,Y
7389202,0.3099,Y
7389402,0.4451,Y
7389602,0.3898,Y
7389802,0.293,Y
7390002,0.3647,Y
7390202,0.7413,Y
7390402,0.4758,Y
7390602,0.2705,Y
7390802,0.6317,Y
7391002,0.3503,Y
7391202,0.4977,Y
7391402,0.4069,Y
7391602,0.819,Y
7391802,0.7101,Y
7392002,0.2525,Y
7392202,0.6015,Y
7392402,0.2337,Y
7392602,0.4786,Y
7392802,0.4406,Y
7393002,0.4722,Y
7393202,0.2949,Y
7393402,0.1694,Y
7393602,0.2402,Y
7393802,0.4721,Y
7394002,0.3799,Y
7394602,0.3648,Y
7394802,0.4772,Y
7395002,0.2678,Y
7395202,0.721,Y
7395402,0.2193,Y
7395602,0.4655,Y
7395802,0.6024,Y
7396002,0.1615,Y
7396202,0.4323,Y
7396402,0.2963,Y
7396602,0.3934,Y
7396802,0.3588,Y
7397002,0.5776,Y
7397202,0.7875,Y
7397402,0.3361,Y
7397602,0.4668,Y
7397802,0.552,Y
7398002,0.4468,Y
7398202,0.6055,Y
7398402,0.5512,Y
7398602,0.858,Y
7398802,0.5431,Y
7399002,0.7143,Y
7399202,0.2231,Y
7399402,0.1867,Y
7399602,0.2029,Y
7399802,0.1565,Y
7400002,0.1618,Y
7400202,0.4041,Y
7400402,0.6375,Y
7400602,0.127,Y
7400802,0.322,Y
7401002,0.2937,Y
7401202,0.5105,Y
7401402,0.4231,Y
7401602,0.5238,Y
7401802,0.2303,Y
7402002,0.411,Y
7402202,0.608,Y
7402402,0.555,Y
7402602,0.7632,Y
7402802,0.6289,Y
7403002,0.3442,Y
7403202,0.3592,Y
7403402,0.3507,Y
7403602,0.4411,Y
7403802,0.5295,Y
7404002,0.3929,Y
7404202,0.4078,Y
7404402,0.2105,Y
7404602,0.3367,Y
7404802,0.3243,Y
7405002,0.4856,Y
7405202,0.4795,Y
7405402,0.1948,Y
7405802,0.7646,Y
7406002,0.5606,Y
7406202,0.2102,Y
7406402,0.5679,Y
7406602,0.3373,Y
7406802,0.7848,Y
7407002,0.3299,Y
7407202,0.3989,Y
7407402,0.6906,Y
7407802,0.5443,Y
7408002,0.7845,Y
7408202,0.2754,Y
7408402,0.6741,Y
7408602,0.5653,Y
7408802,0.5208,Y
7409002,0.6529,Y
7409202,0.5751,Y
7409402,0.6414,Y
7409602,0.0648,Y
7409802,0.2291,Y
7410002,0.4771,Y
7410202,0.2909,Y
7410402,0.1375,Y
7410602,0.8288,Y
7410802,0.3351,Y
7411002,0.3344,Y
7411202,0.7214,Y
7411602,0.5519,Y
7411802,0.3478,Y
7412002,0.5926,Y
7412202,0.5237,Y
7412402,0.5002,Y
7412602,0.4562,Y
7412802,0.3069,Y
7413002,0.303,Y
7413202,0.3607,Y
7413402,0.376,Y
7414002,0.6465,Y
7414202,0.6431,Y
7414402,0.5105,Y
7414602,0.2083,Y
7414802,0.2624,Y
7415002,0.4091,Y
7415202,0.227,Y
7415402,0.4494,Y
7415602,0.3816,Y
7416002,0.3695,Y
7416202,0.3075,Y
7416402,0.2964,Y
7416602,0.4668,Y
7416802,0.2997,Y
7417002,0.2646,Y
7417202,0.4313,Y
7417402,0.4202,Y
7417602,0.5166,Y
7417802,0.6984,Y
7418002,0.5092,Y
7418202,0.6668,Y
7418402,0.4223,Y
7418602,0.665,Y
7418802,0.4364,Y
7419002,0.4918,Y
7419402,0.7627,Y
7419602,0.1741,Y
7419802,0.2715,Y
7420002,0.8418,Y
7420202,0.4035,Y
7420402,0.4332,Y
7420602,0.2385,Y
7420802,0.1512,Y
7421002,0.7924,Y
7421202,0.589,Y
7421402,0.7301,Y
7421602,0.4566,Y
7421802,0.2481,Y
7422002,0.4714,Y
7422202,0.6347,Y
7422402,0.4367,Y
7422602,0.5519,Y
7422802,0.4901,Y
7423002,0.2685,Y
7423202,0.5875,Y
7423402,0.4521,Y
7423802,0.5853,Y
7424202,0.4561,Y
7424402,0.4163,Y
7424602,0.4862,Y
7424802,0.5395,Y
7425002,0.2838,Y
7425202,0.4718,Y
7425402,0.3891,Y
7425602,0.6816,Y
7425802,0.6468,Y
7426002,0.2586,Y
7426202,0.3249,Y
7426402,0.4068,Y
7426602,0.7708,Y
7426802,0.6493,Y
7427002,0.5767,Y
7427202,0.2615,Y
7427402,0.3952,Y
7427602,0.3261,Y
7427802,0.3442,Y
7428002,0.4571,Y
7428202,0.4712,Y
7428402,0.802,Y
7428602,0.4816,Y
7428802,0.7301,Y
7429002,0.4794,Y
7429202,0.5205,Y
7429402,0.2175,Y
7429602,0.2617,Y
7429802,0.4308,Y
7430002,0.4506,Y
7430202,0.4815,Y
7430402,0.3472,Y
7430602,0.6769,Y
7430802,0.3664,Y
7431002,0.4778,Y
7431202,0.6201,Y
7431402,0.2889,Y
7431602,0.7179,Y
7431802,0.615,Y
7432002,0.4419,Y
7432202,0.3777,Y
7432402,0.4075,Y
7432602,0.6502,Y
7432802,0.6203,Y
7433002,0.5255,Y
7433202,0.2103,Y
7433402,0.2912,Y
7433602,0.516,Y
7433802,0.342,Y
7434002,0.1522,Y
7434202,0.2119,Y
7434402,0.6318,Y
7434602,0.4578,Y
7434802,0.1226,Y
7435002,0.3716,Y
7435202,0.5241,Y
7435402,0.3101,Y
7435602,0.5292,Y
7435802,0.6015,Y
7436002,0.1335,Y
7436202,0.51,Y
7436402,0.328,Y
7436602,0.3103,Y
7436802,0.5312,Y
7437002,0.5333,Y
7437202,0.6833,Y
7437402,0.2907,Y
7437602,0.441,Y
7437802,0.6547,Y
7438002,0.5124,Y
7438202,0.4535,Y
7438402,0.4311,Y
7438602,0.5959,Y
7438802,0.6052,Y
7439002,0.3001,Y
7439202,0.5911,Y
7439402,0.4029,Y
7439602,0.7078,Y
7439802,0.4517,Y
7440002,0.7993,Y
7440202,0.5572,Y
7440402,0.2938,Y
7440602,0.4674,Y
7440802,0.244,Y
7441002,0.7853,Y
7441202,0.2749,Y
7441402,0.2481,Y
7441602,0.2325,Y
7441802,0.289,Y
7442002,0.3495,Y
7442202,0.2921,Y
7442602,0.4674,Y
7442802,0.6864,Y
7443002,0.454,Y
7443402,0.3483,Y
7443602,0.8396,Y
7443802,0.6069,Y
7444002,0.6878,Y
7444202,0.7223,Y
7444402,0.57,Y
7444602,0.2365,Y
7444802,0.4965,Y
7445002,0.3117,Y
7445202,0.4598,Y
7445602,0.7329,Y
7445802,0.5991,Y
7446002,0.4827,Y
7446202,0.7014,Y
7446402,0.6679,Y
7446602,0.2836,Y
7446802,0.5835,Y
7447602,0.794,Y
7448002,0.5423,Y
7448202,0.7903,Y
7448402,0.7011,Y
7448802,0.1302,Y
7449002,0.2764,Y
7449202,0.5283,Y
7449402,0.755,Y
7449602,0.565,Y
7449802,0.388,Y
7450002,0.816,Y
7450402,0.5051,Y
7450602,0.5062,Y
7450802,0.6113,Y
7451002,0.3141,Y
7451202,0.2782,Y
7451402,0.3136,Y
7451602,0.2609,Y
7452402,0.5902,Y
7452602,0.5862,Y
7452802,0.4244,Y
7453002,0.4188,Y
7453202,0.5027,Y
7453402,0.4557,Y
7453602,0.417,Y
7454002,0.6975,Y
7454202,0.552,Y
7454402,0.86,Y
7454602,0.5426,Y
7455002,0.5767,Y
7455202,0.8309,Y
7455402,0.5241,Y
7455602,0.3764,Y
7455802,0.3365,Y
7456002,0.7803,Y
7456202,0.1955,Y
7456402,0.5606,Y
7456602,0.619,Y
7456802,0.7233,Y
7457002,0.8133,Y
7457202,0.275,Y
7457402,0.6733,Y
7457802,0.5677,Y
7458202,0.3352,Y
7458402,0.779,Y
7458602,0.5066,Y
7458802,0.1572,Y
7459202,0.4738,Y
7459402,0.6835,Y
7459802,0.2033,Y
7460202,0.5822,Y
7460402,0.682,Y
7461002,0.2518,Y
7461402,0.3369,Y
7461802,0.3494,Y
7462002,0.412,Y
7462202,0.2073,Y
7462602,0.3356,Y
7463002,0.7083,Y
7463202,0.1965,Y
7463402,0.3798,Y
7463602,0.4844,Y
7463802,0.4861,Y
7464002,0.5824,Y
7464202,0.7492,Y
7464402,0.7881,Y
7464602,0.5439,Y
7464802,0.3757,Y
7465002,0.4266,Y
7465602,0.6284,Y
7466402,0.8327,Y
7466602,0.5926,Y
7466802,0.3937,Y
7467002,0.508,Y
7467202,0.5819,Y
7467402,0.2544,Y
7467602,0.1729,Y
7467802,0.6185,Y
7468002,0.8312,Y
7468202,0.4293,Y
7468402,0.3534,Y
7468602,0.5177,Y
7468802,0.5429,Y
7469202,0.6356,Y
7469402,0.2509,Y
7469802,0.691,Y
7470202,0.7216,Y
7470602,0.5893,Y
7471002,0.2362,Y
7471202,0.3728,Y
7471402,0.7554,Y
7471602,0.3281,Y
7471802,0.3372,Y
7472002,0.6839,Y
7472202,0.3679,Y
7472402,0.402,Y
7472602,0.5612,Y
7472802,0.3465,Y
7473402,0.5175,Y
7473602,0.7231,Y
7473802,0.3966,Y
7474002,0.3717,Y
7474202,0.6649,Y
7475602,0.1344,Y
7476602,0.5236,Y
7477202,0.6373,Y
7477402,0.4725,Y
7478602,0.8489,Y
7478802,0.6281,Y
7479802,0.3012,Y
7480202,0.5893,Y
7480402,0.1969,Y
7480802,0.786,Y
7481002,0.214,Y
7481402,0.7902,Y
7481602,0.3152,Y
7482202,0.1951,Y
7482602,0.4284,Y
7482802,0.8349,Y
7483002,0.1701,Y
7483202,0.2591,Y
7483402,0.7847,Y
7483602,0.4519,Y
7483802,0.5845,Y
7484002,0.8532,Y
7484402,0.77,Y
7484802,0.2039,Y
7485002,0.7833,Y
7485202,0.2963,Y
7486802,0.2646,Y
7487002,0.7834,Y
7487202,0.5036,Y
7487602,0.2358,Y
7487802,0.2286,Y
7488202,0.4157,Y
7488402,0.2755,Y
7488602,0.2337,Y
7488802,0.4446,Y
7489002,0.2905,Y
7489602,0.5,Y
7489802,0.5546,Y
7490002,0.8574,Y
7490202,0.3947,Y
7490402,0.3537,Y
7490602,0.3931,Y
7496402,0.2624,Y
7496602,0.4427,Y
7496802,0.4424,Y
7497002,0.5344,Y
7497202,0.1801,Y
7498402,0.7767,Y
7498602,0.7213,Y
7498802,0.497,Y
7499202,0.442,Y
7499602,0.3885,Y
7499802,0.5966,Y
7500002,0.5361,Y
7500202,0.4328,Y
7500402,0.3519,Y
7500602,0.4714,Y
7500802,0.7931,Y
7501002,0.629,Y
7501402,0.4924,Y
7501602,0.5555,Y
7501802,0.7937,Y
7502002,0.5478,Y
7502202,0.3292,Y
7502602,0.7852,Y
7503602,0.346,Y
7504402,0.3265,Y
7504802,0.3804,Y
7505002,0.7086,Y
7505202,0.1797,Y
7505402,0.3251,Y
7505602,0.3191,Y
7505802,0.3417,Y
7506002,0.0886,Y
7506402,0.3321,Y
7506802,0.7679,Y
7507202,0.2315,Y
7507402,0.2447,Y
7507602,0.4409,Y
7507802,0.5932,Y
7508002,0.7149,Y
7508202,0.8341,Y
7508402,0.6406,Y
7508602,0.7485,Y
7508802,0.4398,Y
7509002,0.1725,Y
7509202,0.2463,Y
7509402,0.1124,Y
7509602,0.4652,Y
7509802,0.4211,Y
7510002,0.2788,Y
7510202,0.3299,Y
7510402,0.4253,Y
7510602,0.4673,Y
7510802,0.2942,Y
7511002,0.4801,Y
7511202,0.5523,Y
7511402,0.4102,Y
7511602,0.4252,Y
7511802,0.5134,Y
7512002,0.6724,Y
7512202,0.7713,Y
7512402,0.2786,Y
7512602,0.7177,Y
7512802,0.6389,Y
7513002,0.3729,Y
7513202,0.476,Y
7513402,0.6487,Y
7513602,0.4308,Y
7513802,0.1127,Y
7514002,0.5206,Y
7514202,0.2976,Y
7514402,0.3075,Y
7514602,0.4888,Y
7514802,0.5901,Y
7515002,0.7001,Y
7515202,0.2608,Y
7515402,0.564,Y
7515602,0.2097,Y
7515802,0.421,Y
7516002,0.3639,Y
7516202,0.2575,Y
7516402,0.2455,Y
7516602,0.7108,Y
7516802,0.816,Y
7517002,0.6836,Y
7517202,0.5762,Y
7517402,0.6143,Y
7517602,0.2884,Y
7518002,0.556,Y
7518202,0.5455,Y
7518402,0.4989,Y
7518602,0.281,Y
7518802,0.4558,Y
7519002,0.4571,Y
7519202,0.3087,Y
7519402,0.5905,Y
7519602,0.7643,Y
7519802,0.7197,Y
7520002,0.3928,Y
7520202,0.1595,Y
7520402,0.1598,Y
7520602,0.659,Y
7520802,0.4951,Y
7521002,0.2535,Y
7521202,0.7479,Y
7521402,0.5954,Y
7521602,0.6953,Y
7521802,0.2895,Y
7522002,0.3351,Y
7522202,0.3462,Y
7522402,0.4701,Y
7522602,0.2812,Y
7522802,0.3148,Y
7523002,0.3013,Y
7523202,0.3839,Y
7523402,0.4588,Y
7523602,0.5768,Y
7523802,0.1925,Y
7524002,0.5024,Y
7524202,0.4768,Y
7524402,0.5128,Y
7524602,0.455,Y
7524802,0.3836,Y
7525002,0.2358,Y
7525202,0.414,Y
7525402,0.5956,Y
7525602,0.1178,Y
7525802,0.6757,Y
7526002,0.5737,Y
7526202,0.6799,Y
7526602,0.3275,Y
7526802,0.4466,Y
7527002,0.172,Y
7527202,0.3534,Y
7527402,0.3527,Y
7527602,0.4911,Y
7527802,0.4483,Y
7528002,0.4343,Y
7528202,0.5441,Y
7528402,0.3827,Y
7528602,0.1863,Y
7528802,0.5549,Y
7529002,0.4249,Y
7529202,0.4249,Y
7529402,0.7875,Y
7529602,0.3681,Y
7529802,0.355,Y
7530002,0.7967,Y
7530202,0.4169,Y
7530402,0.4772,Y
7530602,0.4747,Y
7530802,0.4469,Y
7531002,0.492,Y
7531202,0.421,Y
7531602,0.4972,Y
7531802,0.5113,Y
7532002,0.4319,Y
7532202,0.5956,Y
7532402,0.7023,Y
7532602,0.7621,Y
7532802,0.8416,Y
7533002,0.3306,Y
7533202,0.4138,Y
7533402,0.3607,Y
7533602,0.4306,Y
7533802,0.3555,Y
7534002,0.5524,Y
7534202,0.2731,Y
7534402,0.5051,Y
7534602,0.5528,Y
7534802,0.4591,Y
7535002,0.3904,Y
7535202,0.2457,Y
7535402,0.2363,Y
7535602,0.4717,Y
7535802,0.3824,Y
7536002,0.1343,Y
7536202,0.5406,Y
7536402,0.2084,Y
7536602,0.4471,Y
7536802,0.2892,Y
7537002,0.7995,Y
7537202,0.3504,Y
7537402,0.2903,Y
7537602,0.4153,Y
7537802,0.7424,Y
7538002,0.678,Y
7538202,0.4469,Y
7538402,0.5754,Y
7538602,0.1222,Y
7538802,0.3642,Y
7539002,0.6531,Y
7539202,0.5007,Y
7539402,0.6092,Y
7539602,0.3769,Y
7539802,0.2834,Y
7540002,0.3196,Y
7540202,0.225,Y
7540402,0.2436,Y
7540602,0.2505,Y
7541002,0.6245,Y
7541202,0.3878,Y
7541402,0.7103,Y
7541602,0.5856,Y
7541802,0.4426,Y
7542002,0.3759,Y
7542202,0.1742,Y
7542402,0.3342,Y
7542602,0.3769,Y
7542802,0.2307,Y
7543002,0.2003,Y
7543202,0.2819,Y
7543402,0.5764,Y
7543602,0.2488,Y
7543802,0.6065,Y
7544002,0.6783,Y
7544202,0.4248,Y
7544402,0.7577,Y
7544602,0.3565,Y
7544802,0.4884,Y
7545202,0.5759,Y
7545402,0.3612,Y
7545602,0.463,Y
7545802,0.4436,Y
7546002,0.2382,Y
7546202,0.4938,Y
7546402,0.1845,Y
7547002,0.7678,Y
7547202,0.5991,Y
7547402,0.3365,Y
7547602,0.6675,Y
7547802,0.3454,Y
7548002,0.5756,Y
7548202,0.4428,Y
7548402,0.364,Y
7548602,0.4115,Y
7548802,0.3374,Y
7549002,0.6644,Y
7549202,0.4226,Y
7549402,0.3738,Y
7549602,0.6781,Y
7549802,0.5026,Y
7550002,0.3114,Y
7550202,0.2654,Y
7550402,0.3849,Y
7550602,0.2644,Y
7550802,0.5265,Y
7551002,0.3928,Y
7551202,0.2888,Y
7551402,0.3191,Y
7551602,0.3181,Y
7551802,0.367,Y
7552002,0.5192,Y
7552202,0.6161,Y
7552402,0.5133,Y
7552602,0.4131,Y
7552802,0.4244,Y
7553002,0.1393,Y
7553202,0.3914,Y
7553402,0.7704,Y
7553602,0.5216,Y
7553802,0.3688,Y
7554002,0.3455,Y
7554202,0.3802,Y
7554402,0.2668,Y
7554602,0.2953,Y
7554802,0.3617,Y
7555002,0.3991,Y
7555202,0.508,Y
7555402,0.553,Y
7555602,0.3575,Y
7555802,0.6063,Y
7556002,0.2181,Y
7556202,0.469,Y
7556402,0.3987,Y
7556602,0.2802,Y
7556802,0.4902,Y
7557002,0.1969,Y
7557202,0.4607,Y
7557402,0.8178,Y
7557602,0.6305,Y
7557802,0.3116,Y
7558002,0.7433,Y
7558202,0.4197,Y
7558402,0.8587,Y
7558602,0.2617,Y
7558802,0.3413,Y
7559002,0.3291,Y
7559202,0.1996,Y
7559402,0.4138,Y
7559602,0.3199,Y
7559802,0.369,Y
7560002,0.4717,Y
7560202,0.5206,Y
7560402,0.262,Y
7560602,0.3929,Y
7560802,0.3987,Y
7561002,0.2405,Y
7561202,0.2732,Y
7561402,0.1733,Y
7561602,0.5193,Y
7561802,0.5575,Y
7562002,0.3568,Y
7562202,0.6147,Y
7562402,0.5913,Y
7562602,0.4731,Y
7562802,0.5923,Y
7563002,0.3319,Y
7563202,0.4604,Y
7563602,0.4942,Y
7563802,0.535,Y
7564002,0.2568,Y
7564202,0.3709,Y
7564402,0.4202,Y
7564602,0.5307,Y
7564802,0.6002,Y
7565002,0.2083,Y
7565202,0.2371,Y
7565402,0.2278,Y
7565602,0.1718,Y
7565802,0.4624,Y
7566202,0.3108,Y
7566402,0.5083,Y
7566602,0.6218,Y
7566802,0.1099,Y
7567002,0.5473,Y
7567202,0.5133,Y
7567402,0.2876,Y
7567602,0.2861,Y
7567802,0.7281,Y
